district,chiefdom,phu,facility_type,community,population_2023,dp_name,dp_type
Bo District,Tikonko Chiefdom,Tikonko (Bo) CHC,CHC,Taninahun,210,Tikonko CHC,Fixed
Bo District,Tikonko Chiefdom,Tikonko (Bo) CHC,CHC,Tengbe Town,210,Dodo Community Barry,Outreach
Bo District,Tikonko Chiefdom,Tikonko (Bo) CHC,CHC,Tikonko,3500,Tikonko CHC,Fixed
Bo District,Tikonko Chiefdom,Tikonko (Bo) CHC,CHC,Torkpormbu,50,Sunga Court Barry,Outreach
Bo District,Tikonko Chiefdom,Tikonko (Bo) CHC,CHC,Wojo Vulahun,69,Tikonko CHC,Fixed
Bo District,Tikonko Chiefdom,Tikonko (Bo) CHC,CHC,Wubanga,255,Sunga Court Barry,Outreach
Bo District,Tikonko Chiefdom,Tikonko (Bo) CHC,CHC,Yovoyama,168,Dodo Community Barry,Outreach
Bo District,Tikonko Chiefdom,Towama MCHP,MCHP,Air Field,600,Air Field,Outreach
Bo District,Tikonko Chiefdom,Towama MCHP,MCHP,I-Matta,400,Air Field,Outreach
Bo District,Tikonko Chiefdom,Towama MCHP,MCHP,J-Matter,600,Air Field,Outreach
Bo District,Tikonko Chiefdom,Towama MCHP,MCHP,Njala University Campous,300,Towama MCHP,Fixed
Bo District,Tikonko Chiefdom,Towama MCHP,MCHP,Satohun,300,Towama MCHP,Fixed
Bo District,Tikonko Chiefdom,Towama MCHP,MCHP,Torwama New Site 2,300,Towama MCHP,Fixed
Bo District,Tikonko Chiefdom,Towama MCHP,MCHP,Torwama Old Town,600,Towama MCHP,Fixed
Bo District,Tikonko Chiefdom,Towama MCHP,MCHP,Towama New Site,1000,Towama MCHP,Fixed
Bo District,Tikonko Chiefdom,Towama MCHP,MCHP,Worgibor,90,Towama MCHP,Fixed
Bo District,Tikonko Chiefdom,Veronica MCHP,MCHP,,,,
Bo District,Tikonko Chiefdom,We Care Health Centre Clinic,Clinic,Air Field,174,Air Field,Outreach
Bo District,Tikonko Chiefdom,We Care Health Centre Clinic,Clinic,I-Matt,200,Air Field,Outreach
Bo District,Tikonko Chiefdom,We Care Health Centre Clinic,Clinic,Jcc,320,We Care CHP,Fixed
Bo District,Tikonko Chiefdom,We Care Health Centre Clinic,Clinic,Mosamai,1200,We Care CHP,Fixed
Bo District,Tikonko Chiefdom,We Care Health Centre Clinic,Clinic,Simbaru 1,510,Air Field,Outreach
Bo District,Tikonko Chiefdom,We Care Health Centre Clinic,Clinic,Simbaru 2,720,We Care CHP,Fixed
Bo District,Tikonko Chiefdom,We Care Health Centre Clinic,Clinic,Simbaru 3,850,We Care CHP,Fixed
Bo District,Tikonko Chiefdom,We Care Health Centre Clinic,Clinic,Waima,600,Air Field,Outreach
Bo District,Tikonko Chiefdom,Zion CHC,CHC,Banda Town,35,Zion Bandawa CHC,Fixed
Bo District,Tikonko Chiefdom,Zion CHC,CHC,Dandabu,323,Zion Bandawa CHC,Fixed
Bo District,Tikonko Chiefdom,Zion CHC,CHC,Faaweima,583,Ngaivulahun Court Barry,Mobile
Bo District,Tikonko Chiefdom,Zion CHC,CHC,Isweal,20,Ngaivulahun Court Barry,Mobile
Bo District,Tikonko Chiefdom,Zion CHC,CHC,Kamgah,35,Zion Bandawa CHC,Fixed
Bo District,Tikonko Chiefdom,Zion CHC,CHC,Komende,420,Zion Bandawa CHC,Fixed
Bo District,Tikonko Chiefdom,Zion CHC,CHC,Mbaoma,50,Ngaivulahun Court Barry,Mobile
Bo District,Tikonko Chiefdom,Zion CHC,CHC,Ngaivulahun,845,Ngaivulahun Court Barry,Mobile
Bo District,Tikonko Chiefdom,Zion CHC,CHC,Njamawo,447,Zion Bandawa CHC,Fixed
Bo District,Tikonko Chiefdom,Zion CHC,CHC,Njorpowahun,515,Zion Bandawa CHC,Fixed
Bo District,Tikonko Chiefdom,Zion CHC,CHC,Pelewahun,45,Zion Bandawa CHC,Fixed
Bo District,Tikonko Chiefdom,Zion CHC,CHC,Solima,310,Solima Court Barry,Outreach
Bo District,Tikonko Chiefdom,Zion CHC,CHC,Toobu,422,Zion Bandawa CHC,Fixed
Bo District,Tikonko Chiefdom,Zion CHC,CHC,Torkpumbu,30,Zion Bandawa CHC,Fixed
Bo District,Valunia Chiefdom,Baomahun CHC,CHC,Baoma Ii,200,Sembeck Line Pri School,Outreach
Bo District,Valunia Chiefdom,Baomahun CHC,CHC,Baomahun,4000,Baomahun CHC,Fixed
Bo District,Valunia Chiefdom,Baomahun CHC,CHC,Bumpeh,300,Sembeck Line Pri School,Outreach
Bo District,Valunia Chiefdom,Baomahun CHC,CHC,Carvoma,900,Sembeck Line Pri School,Outreach
Bo District,Valunia Chiefdom,Baomahun CHC,CHC,Gbonheihun,200,Sembeck Line Pri School,Outreach
Bo District,Valunia Chiefdom,Baomahun CHC,CHC,Juma,200,Sembeck Line Pri School,Outreach
Bo District,Valunia Chiefdom,Baomahun CHC,CHC,Kongokpa,700,Sembeck Line Pri School,Outreach
Bo District,Valunia Chiefdom,Baomahun CHC,CHC,Kortuhun,300,Sembeck Line Pri School,Outreach
Bo District,Valunia Chiefdom,Baomahun CHC,CHC,Lablama,800,Lablama Court Barry,Mobile
Bo District,Valunia Chiefdom,Baomahun CHC,CHC,Mendekelema,300,Lablama Court Barry,Mobile
Bo District,Valunia Chiefdom,Baomahun CHC,CHC,Moyorgbo,200,Baomahun CHC,Fixed
Bo District,Valunia Chiefdom,Baomahun CHC,CHC,Njaweima,200,Baomahun CHC,Fixed
Bo District,Valunia Chiefdom,Baomahun CHC,CHC,Nyandehun,200,Sembeck Line Pri School,Outreach
Bo District,Valunia Chiefdom,Baomahun CHC,CHC,Sembeck Line,200,Sembeck Line Pri School,Outreach
Bo District,Valunia Chiefdom,Foya (Valunia) CHP,CHP,Baomawo,125,Foya CHP,Fixed
Bo District,Valunia Chiefdom,Foya (Valunia) CHP,CHP,Dambawa,204,Foya CHP,Fixed
Bo District,Valunia Chiefdom,Foya (Valunia) CHP,CHP,Foya,1425,Foya CHP,Fixed
Bo District,Valunia Chiefdom,Foya (Valunia) CHP,CHP,Gbangema,370,Foya CHP,Fixed
Bo District,Valunia Chiefdom,Foya (Valunia) CHP,CHP,Hindogboiama,210,Njagbla Court Barry,Mobile
Bo District,Valunia Chiefdom,Foya (Valunia) CHP,CHP,Kanjalu,350,Foya CHP,Fixed
Bo District,Valunia Chiefdom,Foya (Valunia) CHP,CHP,Kpakinbu,152,Foya CHP,Fixed
Bo District,Valunia Chiefdom,Foya (Valunia) CHP,CHP,Mano,80,Foya CHP,Fixed
Bo District,Valunia Chiefdom,Foya (Valunia) CHP,CHP,Manowo,111,Foya CHP,Fixed
Bo District,Valunia Chiefdom,Foya (Valunia) CHP,CHP,Niayahun,123,Foya CHP,Fixed
Bo District,Valunia Chiefdom,Foya (Valunia) CHP,CHP,Njagbla,390,Njagbla Court Barry,Mobile
Bo District,Valunia Chiefdom,Foya (Valunia) CHP,CHP,Njalihun Junction,424,Foya CHP,Fixed
Bo District,Valunia Chiefdom,Foya (Valunia) CHP,CHP,Njalihun Old Town,521,Foya CHP,Fixed
Bo District,Valunia Chiefdom,Foya (Valunia) CHP,CHP,Palima,45,Njagbla Court Barry,Mobile
Bo District,Valunia Chiefdom,Foya (Valunia) CHP,CHP,Pateya,102,Njagbla Court Barry,Mobile
Bo District,Valunia Chiefdom,Grima (Valunia) CHP,CHP,Benduma,100,Tongorma Court Barry,Outreach
Bo District,Valunia Chiefdom,Grima (Valunia) CHP,CHP,Califonia,100,Griema CHP,Fixed
Bo District,Valunia Chiefdom,Grima (Valunia) CHP,CHP,Farma,190,Tongorma Court Barry,Outreach
Bo District,Valunia Chiefdom,Grima (Valunia) CHP,CHP,Griema,290,Griema CHP,Fixed
Bo District,Valunia Chiefdom,Grima (Valunia) CHP,CHP,Heilabu,120,Tongorma Court Barry,Outreach
Bo District,Valunia Chiefdom,Grima (Valunia) CHP,CHP,Kormasie,105,Griema CHP,Fixed
Bo District,Valunia Chiefdom,Grima (Valunia) CHP,CHP,Koyeima Secondary School,617,Griema CHP,Fixed
Bo District,Valunia Chiefdom,Grima (Valunia) CHP,CHP,Koyiema,182,Griema CHP,Fixed
Bo District,Valunia Chiefdom,Grima (Valunia) CHP,CHP,Londoma,70,Tongorma Court Barry,Outreach
Bo District,Valunia Chiefdom,Grima (Valunia) CHP,CHP,Madina,570,Mandu Court Barry,Outreach
Bo District,Valunia Chiefdom,Grima (Valunia) CHP,CHP,Mandu,730,Mandu Court Barry,Outreach
Bo District,Valunia Chiefdom,Grima (Valunia) CHP,CHP,Mogbawo,110,Griema CHP,Fixed
Bo District,Valunia Chiefdom,Grima (Valunia) CHP,CHP,Morseleh,70,Tongorma Court Barry,Outreach
Bo District,Valunia Chiefdom,Grima (Valunia) CHP,CHP,Ngiema,190,Griema CHP,Fixed
Bo District,Valunia Chiefdom,Grima (Valunia) CHP,CHP,Njagbema,900,Mandu Court Barry,Outreach
Bo District,Valunia Chiefdom,Grima (Valunia) CHP,CHP,Njala,70,Tongorma Court Barry,Outreach
Bo District,Valunia Chiefdom,Grima (Valunia) CHP,CHP,Njorporwahun,150,Griema CHP,Fixed
Bo District,Valunia Chiefdom,Grima (Valunia) CHP,CHP,Nyandiama,100,Griema CHP,Fixed
Bo District,Valunia Chiefdom,Grima (Valunia) CHP,CHP,Tongorma,114,Tongorma Court Barry,Outreach
Bo District,Valunia Chiefdom,Grima (Valunia) CHP,CHP,Yambama,170,Mandu Court Barry,Outreach
Bo District,Valunia Chiefdom,Kenema Blango CHC,CHC,Dassamu,568,Njallo Court Barry,Mobile
Bo District,Valunia Chiefdom,Kenema Blango CHC,CHC,Kenema Blango,700,Kenema Blango CHC,Fixed
Bo District,Valunia Chiefdom,Kenema Blango CHC,CHC,Kpetema,143,Kenema Blango CHC,Fixed
Bo District,Valunia Chiefdom,Kenema Blango CHC,CHC,Mogbay,250,Mogbay Court Barry,Mobile
Bo District,Valunia Chiefdom,Kenema Blango CHC,CHC,Ngeihun,213,Mogbay Court Barry,Mobile
Bo District,Valunia Chiefdom,Kenema Blango CHC,CHC,Njallo,501,Njallo Court Barry,Mobile
Bo District,Valunia Chiefdom,Kenema Blango CHC,CHC,Semabu,300,Kenema Blango CHC,Fixed
Bo District,Valunia Chiefdom,Kpewama MCHP,MCHP,Jallo,117,Korwama Court Barry,Mobile
Bo District,Valunia Chiefdom,Kpewama MCHP,MCHP,Konima,142,Korwama Court Barry,Mobile
Bo District,Valunia Chiefdom,Kpewama MCHP,MCHP,Korwama,489,Korwama Court Barry,Mobile
Bo District,Valunia Chiefdom,Kpewama MCHP,MCHP,Kpewama,876,Kpewama MCHP,Fixed
Bo District,Valunia Chiefdom,Kpewama MCHP,MCHP,Logbana,212,Kpewama MCHP,Fixed
Bo District,Valunia Chiefdom,Kpewama MCHP,MCHP,Nduya,323,Kpewama MCHP,Fixed
Bo District,Valunia Chiefdom,Kpewama MCHP,MCHP,Ngorjahun,200,Korwama Court Barry,Mobile
Bo District,Valunia Chiefdom,Kpewama MCHP,MCHP,Ngulubu,104,Kpewama MCHP,Fixed
Bo District,Valunia Chiefdom,Kpewama MCHP,MCHP,Semabu,100,Korwama Court Barry,Mobile
Bo District,Valunia Chiefdom,Kpewama MCHP,MCHP,Sengima,209,Kpewama MCHP,Fixed
Bo District,Valunia Chiefdom,Kpewama MCHP,MCHP,Taninahun,120,Kpewama MCHP,Fixed
Bo District,Valunia Chiefdom,Kpuabu MCHP,MCHP,Balehun,120,Kpuabu MCHP,Fixed
Bo District,Valunia Chiefdom,Kpuabu MCHP,MCHP,Boiniama,60,Kpuabu MCHP,Fixed
Bo District,Valunia Chiefdom,Kpuabu MCHP,MCHP,Gumbu,110,Kpuabu MCHP,Fixed
Bo District,Valunia Chiefdom,Kpuabu MCHP,MCHP,Koivama,82,Sengima Old Town,Outreach
Bo District,Valunia Chiefdom,Kpuabu MCHP,MCHP,Kossima,51,Sengima Old Town,Outreach
Bo District,Valunia Chiefdom,Kpuabu MCHP,MCHP,Kpetema,92,Sengima Old Town,Outreach
Bo District,Valunia Chiefdom,Kpuabu MCHP,MCHP,Kpuabu,340,Kpuabu MCHP,Fixed
Bo District,Valunia Chiefdom,Kpuabu MCHP,MCHP,Kundorma New Town,230,Kpuabu MCHP,Fixed
Bo District,Valunia Chiefdom,Kpuabu MCHP,MCHP,Kundorma Old Town,380,Kpuabu MCHP,Fixed
Bo District,Valunia Chiefdom,Kpuabu MCHP,MCHP,Largor,63,Sengima Old Town,Outreach
Bo District,Valunia Chiefdom,Kpuabu MCHP,MCHP,Manjendu,206,Sengima Old Town,Outreach
Bo District,Valunia Chiefdom,Kpuabu MCHP,MCHP,Massao,310,Sengima Old Town,Outreach
Bo District,Valunia Chiefdom,Kpuabu MCHP,MCHP,Ngogobu,54,Sengima Old Town,Outreach
Bo District,Valunia Chiefdom,Kpuabu MCHP,MCHP,Nianyiahun,57,Sengima Old Town,Outreach
Bo District,Valunia Chiefdom,Kpuabu MCHP,MCHP,Njala,90,Kpuabu MCHP,Fixed
Bo District,Valunia Chiefdom,Kpuabu MCHP,MCHP,Njaluahun,68,Sengima Old Town,Outreach
Bo District,Valunia Chiefdom,Kpuabu MCHP,MCHP,Nyadehun,91,Sengima Old Town,Outreach
Bo District,Valunia Chiefdom,Kpuabu MCHP,MCHP,Pujehun,51,Sengima Old Town,Outreach
Bo District,Valunia Chiefdom,Kpuabu MCHP,MCHP,Sengema New Town,125,Sengima Old Town,Outreach
Bo District,Valunia Chiefdom,Kpuabu MCHP,MCHP,Sengema Old Town,665,Sengima Old Town,Outreach
Bo District,Valunia Chiefdom,Kpuabu MCHP,MCHP,Tommiya,58,Sengima Old Town,Outreach
Bo District,Valunia Chiefdom,Kpuabu MCHP,MCHP,Yeagama,81,Sengima Old Town,Outreach
Bo District,Valunia Chiefdom,Kpuabu MCHP,MCHP,Youmandu New Town,105,Kpuabu MCHP,Fixed
Bo District,Valunia Chiefdom,Kpuabu MCHP,MCHP,Youmandu Old Town,280,Kpuabu MCHP,Fixed
Bo District,Valunia Chiefdom,Mongere CHC,CHC,Balina,40,Damballa Njiebu Court Barry,Mobile
Bo District,Valunia Chiefdom,Mongere CHC,CHC,Banjema,60,Damballa Njiebu Court Barry,Mobile
Bo District,Valunia Chiefdom,Mongere CHC,CHC,Baoma,212,Monghere CHC,Fixed
Bo District,Valunia Chiefdom,Mongere CHC,CHC,Barrie,36,Damballa Njiebu Court Barry,Mobile
Bo District,Valunia Chiefdom,Mongere CHC,CHC,Bawuya,50,Monghere CHC,Fixed
Bo District,Valunia Chiefdom,Mongere CHC,CHC,Belebu,40,Damballa Njiebu Court Barry,Mobile
Bo District,Valunia Chiefdom,Mongere CHC,CHC,Damballa Njiebu,60,Damballa Njiebu Court Barry,Mobile
Bo District,Valunia Chiefdom,Mongere CHC,CHC,Daru,46,Damballa Njiebu Court Barry,Mobile
Bo District,Valunia Chiefdom,Mongere CHC,CHC,Fulawahun,88,Damballa Njiebu Court Barry,Mobile
Bo District,Valunia Chiefdom,Mongere CHC,CHC,Gbekeya I,40,Damballa Njiebu Court Barry,Mobile
Bo District,Valunia Chiefdom,Mongere CHC,CHC,Gbekeya Ii,52,Damballa Njiebu Court Barry,Mobile
Bo District,Valunia Chiefdom,Mongere CHC,CHC,Gualla,60,Monghere CHC,Fixed
Bo District,Valunia Chiefdom,Mongere CHC,CHC,Gumahun,200,Monghere CHC,Fixed
Bo District,Valunia Chiefdom,Mongere CHC,CHC,Hojama,30,Damballa Njiebu Court Barry,Mobile
Bo District,Valunia Chiefdom,Mongere CHC,CHC,Jillihun,40,Monghere CHC,Fixed
Bo District,Valunia Chiefdom,Mongere CHC,CHC,Jojohun,20,Damballa Njiebu Court Barry,Mobile
Bo District,Valunia Chiefdom,Mongere CHC,CHC,Kamaru,75,Damballa Njiebu Court Barry,Mobile
Bo District,Valunia Chiefdom,Mongere CHC,CHC,Koluvama,20,Monghere CHC,Fixed
Bo District,Valunia Chiefdom,Mongere CHC,CHC,Konima I,20,Damballa Njiebu Court Barry,Mobile
Bo District,Valunia Chiefdom,Mongere CHC,CHC,Konima Ii,20,Damballa Njiebu Court Barry,Mobile
Bo District,Valunia Chiefdom,Mongere CHC,CHC,Konima Iii,20,Damballa Njiebu Court Barry,Mobile
Bo District,Valunia Chiefdom,Mongere CHC,CHC,Kontah,20,Damballa Njiebu Court Barry,Mobile
Bo District,Valunia Chiefdom,Mongere CHC,CHC,Kpakibu,202,Monghere CHC,Fixed
Bo District,Valunia Chiefdom,Mongere CHC,CHC,Kpassama,86,Damballa Njiebu Court Barry,Mobile
Bo District,Valunia Chiefdom,Mongere CHC,CHC,Kpetema,228,Monghere CHC,Fixed
Bo District,Valunia Chiefdom,Mongere CHC,CHC,Legbeyama,40,Monghere CHC,Fixed
Bo District,Valunia Chiefdom,Mongere CHC,CHC,Levuma,64,Damballa Njiebu Court Barry,Mobile
Bo District,Valunia Chiefdom,Mongere CHC,CHC,Lomabu,198,Kpetema Court Barry,Mobile
Bo District,Valunia Chiefdom,Mongere CHC,CHC,Luniagelema,72,Damballa Njiebu Court Barry,Mobile
Bo District,Valunia Chiefdom,Mongere CHC,CHC,Mayembema,70,Damballa Njiebu Court Barry,Mobile
Bo District,Valunia Chiefdom,Mongere CHC,CHC,Monghere,2121,Monghere CHC,Fixed
Bo District,Valunia Chiefdom,Mongere CHC,CHC,Mosumana,30,Damballa Njiebu Court Barry,Mobile
Bo District,Valunia Chiefdom,Mongere CHC,CHC,Moyambawo,40,Damballa Njiebu Court Barry,Mobile
Bo District,Valunia Chiefdom,Mongere CHC,CHC,Ngagboma,30,Damballa Njiebu Court Barry,Mobile
Bo District,Valunia Chiefdom,Mongere CHC,CHC,Ngiebu,230,Kpetema Court Barry,Mobile
Bo District,Valunia Chiefdom,Mongere CHC,CHC,Njorgahun,82,Kpetema Court Barry,Mobile
Bo District,Valunia Chiefdom,Mongere CHC,CHC,Njorpowahun,70,Damballa Njiebu Court Barry,Mobile
Bo District,Valunia Chiefdom,Mongere CHC,CHC,Nyandehun,75,Monghere CHC,Fixed
Bo District,Valunia Chiefdom,Mongere CHC,CHC,Nyandehun Gandema,240,Damballa Njiebu Court Barry,Mobile
Bo District,Valunia Chiefdom,Mongere CHC,CHC,Nyanyahun,40,Damballa Njiebu Court Barry,Mobile
Bo District,Valunia Chiefdom,Mongere CHC,CHC,Nyayema,67,Monghere CHC,Fixed
Bo District,Valunia Chiefdom,Mongere CHC,CHC,Pelewahun,114,Monghere CHC,Fixed
Bo District,Valunia Chiefdom,Mongere CHC,CHC,Pelewahun Ii,120,Damballa Njiebu Court Barry,Mobile
Bo District,Valunia Chiefdom,Mongere CHC,CHC,Tendehun,80,Kpetema Court Barry,Mobile
Bo District,Valunia Chiefdom,Mongere CHC,CHC,Torgorma,90,Damballa Njiebu Court Barry,Mobile
Bo District,Valunia Chiefdom,Mongere CHC,CHC,Torkporbu,100,Kpetema Court Barry,Mobile
Bo District,Valunia Chiefdom,Mongere CHC,CHC,Toryama,42,Kpetema Court Barry,Mobile
Bo District,Valunia Chiefdom,Mongere CHC,CHC,Wan Os,15,Monghere CHC,Fixed
Bo District,Valunia Chiefdom,Mongere CHC,CHC,Waterloo,10,Monghere CHC,Fixed
Bo District,Valunia Chiefdom,Mongere CHC,CHC,Wonde,60,Kpetema Court Barry,Mobile
Bo District,Valunia Chiefdom,Mongere CHC,CHC,Yawema,60,Damballa Njiebu Court Barry,Mobile
Bo District,Valunia Chiefdom,Mongere CHC,CHC,Yuabu,40,Damballa Njiebu Court Barry,Mobile
Bo District,Valunia Chiefdom,Ngolahun Jabaty CHP,CHP,Dambalawa,100,Ngolahun Jabaty CHP,Fixed
Bo District,Valunia Chiefdom,Ngolahun Jabaty CHP,CHP,Faama,300,Magbema Court Barry,Outreach
Bo District,Valunia Chiefdom,Ngolahun Jabaty CHP,CHP,Kortumahun,700,Ngolahun Jabaty CHP,Fixed
Bo District,Valunia Chiefdom,Ngolahun Jabaty CHP,CHP,Magbema,750,Magbema Court Barry,Outreach
Bo District,Valunia Chiefdom,Ngolahun Jabaty CHP,CHP,Ngolahun Jabaty,908,Ngolahun Jabaty CHP,Fixed
Bo District,Valunia Chiefdom,Ngolahun Jabaty CHP,CHP,Niayama,150,Ngolahun Jabaty CHP,Fixed
Bo District,Valunia Chiefdom,Ngolahun Jabaty CHP,CHP,Pembema,200,Ngolahun Jabaty CHP,Fixed
Bo District,Valunia Chiefdom,Ngolahun Jabaty CHP,CHP,Sayllu,800,Ngolahun Jabaty CHP,Fixed
Bo District,Valunia Chiefdom,Pujehun (Valunia) CHP,CHP,Gbanguya,56,Pujehun,Fixed
Bo District,Valunia Chiefdom,Pujehun (Valunia) CHP,CHP,Hojeima,43,Kpassama,Outreach
Bo District,Valunia Chiefdom,Pujehun (Valunia) CHP,CHP,Jojohun,114,Kpassama,Outreach
Bo District,Valunia Chiefdom,Pujehun (Valunia) CHP,CHP,Kotorboima,166,Pujehun,Fixed
Bo District,Valunia Chiefdom,Pujehun (Valunia) CHP,CHP,Kpassama,249,Kpassama,Outreach
Bo District,Valunia Chiefdom,Pujehun (Valunia) CHP,CHP,Mexico,45,Pujehun,Fixed
Bo District,Valunia Chiefdom,Pujehun (Valunia) CHP,CHP,Mogbosongo,115,Pujehun,Fixed
Bo District,Valunia Chiefdom,Pujehun (Valunia) CHP,CHP,Pujehun,870,Pujehun,Fixed
Bo District,Valunia Chiefdom,Pujehun (Valunia) CHP,CHP,Simbeck Fagoya,211,Kpassama,Outreach
Bo District,Valunia Chiefdom,Pujehun (Valunia) CHP,CHP,Victoria,264,Pujehun,Fixed
Bo District,Wonde Chiefdom,Bathurst MCHP,MCHP,Bathurst MCHP,779,Bathurst MCHP,Fixed
Bo District,Wonde Chiefdom,Bathurst MCHP,MCHP,Dinnah,790,Dinnah Court Barray,Mobile
Bo District,Wonde Chiefdom,Bathurst MCHP,MCHP,Gawula,687,Bathurst MCHP,Fixed
Bo District,Wonde Chiefdom,Bathurst MCHP,MCHP,Gumbu,184,Bathurst MCHP,Fixed
Bo District,Wonde Chiefdom,Bathurst MCHP,MCHP,Kenema,154,Dinnah Court Barray,Mobile
Bo District,Wonde Chiefdom,Bathurst MCHP,MCHP,Kpeyama,229,Bathurst MCHP,Fixed
Bo District,Wonde Chiefdom,Bathurst MCHP,MCHP,Nglawoma,267,Dinnah Court Barray,Mobile
Bo District,Wonde Chiefdom,Bathurst MCHP,MCHP,Niagorehun,859,Niagorehun Court Barray,Mobile
Bo District,Wonde Chiefdom,Bathurst MCHP,MCHP,Njala,730,Dinnah Court Barray,Mobile
Bo District,Wonde Chiefdom,Bathurst MCHP,MCHP,Yanihun,446,Bathurst MCHP,Fixed
Bo District,Wonde Chiefdom,Fanima (Wonde) MCHP,MCHP,Fanima,1960,Fanima MCHP,Fixed
Bo District,Wonde Chiefdom,Fanima (Wonde) MCHP,MCHP,Fayama,717,Fanima MCHP,Fixed
Bo District,Wonde Chiefdom,Fanima (Wonde) MCHP,MCHP,Gendema,245,Pelewahun Court Barray,Mobile
Bo District,Wonde Chiefdom,Fanima (Wonde) MCHP,MCHP,Heayama,121,Pelewahun Court Barray,Mobile
Bo District,Wonde Chiefdom,Fanima (Wonde) MCHP,MCHP,Kanuma,152,Fanima MCHP,Fixed
Bo District,Wonde Chiefdom,Fanima (Wonde) MCHP,MCHP,Kegbema,870,Pelewahun Court Barray,Mobile
Bo District,Wonde Chiefdom,Fanima (Wonde) MCHP,MCHP,Layiehun,743,Layiehun Court Barray,Mobile
Bo District,Wonde Chiefdom,Fanima (Wonde) MCHP,MCHP,Malema,335,Layiehun Court Barray,Mobile
Bo District,Wonde Chiefdom,Fanima (Wonde) MCHP,MCHP,Mogboama,201,Fanima MCHP,Fixed
Bo District,Wonde Chiefdom,Fanima (Wonde) MCHP,MCHP,Pelewahun,916,Pelewahun Court Barray,Mobile
Bo District,Wonde Chiefdom,Fanima (Wonde) MCHP,MCHP,Toebu,250,Pelewahun Court Barray,Mobile
Bo District,Wonde Chiefdom,Fanima (Wonde) MCHP,MCHP,Vawaahun,103,Fanima MCHP,Fixed
Bo District,Wonde Chiefdom,Gboyama CHC,CHC,Baoma,300,Kpuawala Court Barray,Mobile
Bo District,Wonde Chiefdom,Gboyama CHC,CHC,Dia1,320,Dia 1 Cort Barray,Outreach
Bo District,Wonde Chiefdom,Gboyama CHC,CHC,Dia2,280,Dia 1 Cort Barray,Outreach
Bo District,Wonde Chiefdom,Gboyama CHC,CHC,Gboyama Town,1550,Gboyama CHC,Fixed
Bo District,Wonde Chiefdom,Gboyama CHC,CHC,Kpuawala,1020,Kpuawala Court Barray,Mobile
Bo District,Wonde Chiefdom,Gboyama CHC,CHC,Mendama,502,Kpuawala Court Barray,Mobile
Bo District,Wonde Chiefdom,Gboyama CHC,CHC,Njala,329,Dia 1 Cort Barray,Outreach
Bo District,Wonde Chiefdom,Gboyama CHC,CHC,Solima,615,Gboyama CHC,Fixed
Bo District,Wonde Chiefdom,Gboyama CHC,CHC,Vaama,620,Gboyama CHC,Fixed
Bo District,Wonde Chiefdom,Kambawama MCHP,MCHP,Gbonjeima,79,Konia Court Barray,Mobile
Bo District,Wonde Chiefdom,Kambawama MCHP,MCHP,Kambawama 1&2,1256,Kambawama MCHP,Fixed
Bo District,Wonde Chiefdom,Kambawama MCHP,MCHP,Konia,455,Konia Court Barray,Mobile
Bo District,Wonde Chiefdom,Kambawama MCHP,MCHP,Levuma,83,Yawaju Court Barray,Mobile
Bo District,Wonde Chiefdom,Kambawama MCHP,MCHP,Njagbakahun,84,Yawaju Court Barray,Mobile
Bo District,Wonde Chiefdom,Kambawama MCHP,MCHP,Pujehun,34,Kambawama MCHP,Fixed
Bo District,Wonde Chiefdom,Kambawama MCHP,MCHP,Yawaju,451,Yawaju Court Barray,Mobile
Bo District,Wonde Chiefdom,Kambawama MCHP,MCHP,Yengema,594,Kambawama MCHP,Fixed
